Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;07 Castilla y León;;Vivienda protegida;2011;3.284
Total Nacional;07 Castilla y León;;Vivienda protegida;2010;3.582
Total Nacional;07 Castilla y León;;Vivienda protegida;2009;2.576
Total Nacional;07 Castilla y León;;Vivienda protegida;2008;2.644
Total Nacional;07 Castilla y León;;Vivienda protegida;2007;3.675
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2025;2.898
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2024;2.548
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2023;2.210
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2022;2.052
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2021;1.603
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2020;1.125
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2019;1.537
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2018;1.298
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2017;1.135
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2016;968
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2015;925
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2014;923
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2013;1.203
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2012;1.327
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2011;1.648
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2010;2.130
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2009;2.361
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2008;3.077
Total Nacional;07 Castilla y León;05 Ávila;Viviendas: Total;2007;3.059
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2025;446
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2024;562
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2023;392
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2022;362
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2021;253
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2020;240
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2019;290
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2018;290
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2017;282
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2016;238
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2015;264
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2014;451
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2013;688
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2012;710
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2011;916
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2010;1.132
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2009;942
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2008;1.223
Total Nacional;07 Castilla y León;05 Ávila;Vivienda nueva;2007;711
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2025;2.452
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2024;1.986
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2023;1.818
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2022;1.690
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2021;1.350
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2020;885
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2019;1.247
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2018;1.008
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2017;853
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2016;730
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2015;661
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2014;472
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2013;515
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2012;617
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2011;732
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2010;998
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2009;1.419
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2008;1.854
Total Nacional;07 Castilla y León;05 Ávila;Vivienda usada;2007;2.348
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2025;2.753
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2024;2.408
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2023;2.111
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2022;1.944
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2021;1.508
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2020;1.035
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2019;1.439
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2018;1.198
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2017;1.073
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2016;904
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2015;842
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2014;844
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2013;1.131
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2012;1.221
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2011;1.477
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2010;1.898
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2009;2.087
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2008;2.905
Total Nacional;07 Castilla y León;05 Ávila;Vivienda libre;2007;3.003
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2025;145
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2024;140
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2023;99
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2022;108
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2021;95
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2020;90
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2019;98
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2018;100
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2017;62
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2016;64
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2015;83
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2014;79
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2013;72
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2012;106
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2011;171
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2010;232
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2009;274
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2008;172
Total Nacional;07 Castilla y León;05 Ávila;Vivienda protegida;2007;56
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2025;5.735
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2024;5.127
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2023;4.616
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2022;5.151
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2021;4.287
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2020;3.204
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2019;3.450
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2018;3.549
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2017;3.185
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2016;2.939
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2015;2.879
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2014;2.719
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2013;2.581
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2012;2.656
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2011;3.128
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2010;3.642
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2009;3.760
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2008;4.209
Total Nacional;07 Castilla y León;09 Burgos;Viviendas: Total;2007;6.309
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2025;882
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2024;988
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2023;817
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2022;1.212
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2021;1.119
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2020;625
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2019;740
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2018;779
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2017;704
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2016;661
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2015;686
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2014;1.031
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2013;1.229
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2012;1.190
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2011;1.549
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2010;1.750
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2009;2.221
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2008;2.345
Total Nacional;07 Castilla y León;09 Burgos;Vivienda nueva;2007;3.118
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2025;4.853
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2024;4.139
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2023;3.799
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2022;3.939
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2021;3.168
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2020;2.579
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2019;2.710
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2018;2.770
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2017;2.481
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2016;2.278
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2015;2.193
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2014;1.688
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2013;1.352
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2012;1.466
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2011;1.579
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2010;1.892
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2009;1.539
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2008;1.864
Total Nacional;07 Castilla y León;09 Burgos;Vivienda usada;2007;3.191
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2025;5.286
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2024;4.826
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2023;4.261
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2022;4.825
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2021;3.958
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2020;2.867
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2019;2.997
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2018;3.086
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2017;2.693
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2016;2.400
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2015;2.346
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2014;2.146
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2013;2.251
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2012;1.946
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2011;2.237
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2010;3.067
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2009;3.295
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2008;3.794
Total Nacional;07 Castilla y León;09 Burgos;Vivienda libre;2007;5.686
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2025;449
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2024;301
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2023;355
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2022;326
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2021;329
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2020;337
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2019;453
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2018;463
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2017;492
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2016;539
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2015;533
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2014;573
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2013;330
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2012;710
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2011;891
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2010;575
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2009;465
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2008;415
Total Nacional;07 Castilla y León;09 Burgos;Vivienda protegida;2007;623
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2025;6.623
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2024;5.348
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2023;4.263
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2022;4.528
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2021;3.958
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2020;3.185
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2019;3.295
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2018;3.098
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2017;2.815
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2016;2.575
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2015;2.375
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2014;2.074
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2013;2.493
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2012;2.606
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2011;3.267
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2010;4.135
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2009;3.564
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2008;5.579
Total Nacional;07 Castilla y León;24 León;Viviendas: Total;2007;7.928
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2025;1.322
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2024;1.047
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2023;914
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2022;1.114
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2021;1.016
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2020;758
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2019;787
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2018;842
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2017;847
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2016;763
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2015;806
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2014;980
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2013;1.393
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2012;1.459
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2011;1.771
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2010;2.532
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2009;2.138
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2008;2.884
Total Nacional;07 Castilla y León;24 León;Vivienda nueva;2007;3.367
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2025;5.301
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2024;4.301
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2023;3.349
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2022;3.414
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2021;2.942
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2020;2.427
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2019;2.508
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2018;2.256
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2017;1.968
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2016;1.812
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2015;1.569
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2014;1.094
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2013;1.100
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2012;1.147
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2011;1.496
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2010;1.603
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2009;1.426
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2008;2.695
Total Nacional;07 Castilla y León;24 León;Vivienda usada;2007;4.561
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2025;6.209
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2024;4.978
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2023;3.958
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2022;4.210
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2021;3.674
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2020;2.940
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2019;3.013
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2018;2.799
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2017;2.507
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2016;2.256
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2015;2.134
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2014;1.832
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2013;2.244
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2012;2.266
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2011;2.925
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2010;3.694
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2009;3.316
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2008;5.281
Total Nacional;07 Castilla y León;24 León;Vivienda libre;2007;7.516
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2025;414
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2024;370
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2023;305
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2022;318
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2021;284
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2020;245
Total Nacional;07 Castilla y León;24 León;Vivienda protegida;2019;282
